id,name,type,molecular_formula,description,exact_mass,h_bond_acceptor_count,h_bond_donor_count,heavy_atom_count,logp,ring_count,rotatable_bond_count,topological_polar_surface_area,canonical_smiles,inchi,inchi_key,iupac_name,exact_mass_source,h_bond_acceptor_count_source,h_bond_donor_count_source,heavy_atom_count_source,logp_source,ring_count_source,rotatable_bond_count_source,topological_polar_surface_area_source,ref_id,pubchem_id,chembl_id,covalent_type
2499,WO2024153208A1 Z814,heterodimerization-nondegrader,C48H61N7O6S,,863.4404037,12,2,62,6.1767,8,7,140.15,C1(C#CCN2[C@@H](C)COCC2)C=C(C2=C3CC(COC([C@H]4NN(C(=O)[C@@H](NC([C@@H]5[C@@H](C)[C@H]5C)=O)CC5SC=C(C6=CC3=C(C=C6)N2CC)N=5)CCC4)=O)(C)C)C([C@@H](OC)C)=NC=1,"InChI=1S/C48H61N7O6S/c1-9-54-40-15-14-33-21-34(40)36(44(54)35-20-32(24-49-43(35)31(5)59-8)12-10-16-53-18-19-60-25-28(53)2)23-48(6,7)27-61-47(58)37-13-11-17-55(52-37)46(57)38(22-41-50-39(33)26-62-41)51-45(56)42-29(3)30(42)4/h14-15,20-21,24,26,28-31,37-38,42,52H,9,11,13,16-19,22-23,25,27H2,1-8H3,(H,51,56)/t28-,29-,30+,31-,37-,38-,42+/m0/s1",QHXFIPVNBMSCHQ-CJIWNTQPSA-N,"(7S,13S,21S,22R,23S)-27-ethyl-26-[6-[(1S)-1-methoxyethyl]-3-[3-[(3S)-3-methylmorpholin-4-yl]prop-1-ynyl]-3H-pyridin-5-yl]-17,17-dimethyl-15-oxa-4-thia-8,20,27,31,32-pentazapentacyclo[18.5.3.12,5.18,13.023,28]dotriaconta-1(25),2,5(32),10,23(28),29-hexaene-7,9,14-trione",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,174,,,non-covalent
2500,WO2024153208A1 Z83,heterodimerization-nondegrader,C48H63N7O7S,,881.4509684,13,2,63,6.3481,9,10,149.38,"CCN1C2C=CC3=CC=2C(CC(COC([C@H]2NN(CCC2)C(=O)[C@@H](NC([C@H]2[C@H](C)[C@@H]2C)=O)CC2=NC3=CS2)=O)(C)C)=C1C1C=C(OCCN2CC3(CC3)OCC2)C=NC=1[C@H](C)OC |&1:15,23,26,27,29,59,r|","InChI=1S/C48H63N7O7S/c1-8-54-39-12-11-31-20-33(39)35(43(54)34-21-32(24-49-42(34)30(4)59-7)60-18-16-53-17-19-62-48(26-53)13-14-48)23-47(5,6)27-61-46(58)36-10-9-15-55(52-36)45(57)37(22-40-50-38(31)25-63-40)51-44(56)41-28(2)29(41)3/h11-12,20-21,24-25,28-30,36-37,41,52H,8-10,13-19,22-23,26-27H2,1-7H3,(H,51,56)/t28-,29+,30-,36-,37-,41+/m0/s1",QNFUDYJCWRVSIL-AAHLPCHMSA-N,"(3S,6S,7R,8S)-22-ethyl-7,8-dimethyl-21-[7-[(1S)-1-methoxyethyl]-4-[2-(4-oxa-7-azaspiro[2.5]octan-7-yl)ethoxy]-4H-azepin-6-yl]-19-oxa-14-thia-1,4,22,27-tetrazapentacyclo[19.5.2.16,9.112,15.024,28]triaconta-12,15(29),16,24(28),25-pentaene-2,5,18-trione",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,174,,,non-covalent
2501,WO2024153208A1 Z836-1,heterodimerization-nondegrader,C48H59N7O5S,,845.429839,11,2,61,6.6943,9,7,130.92,C1(C#CC2(N3CCC3)CC2)C=C(C2=C3CC(COC([C@H]4NN(C(=O)[C@@H](NC([C@@H]5[C@@H](C)[C@H]5C)=O)CC5SC=C(C6=CC3=C(C=C6)N2CC)N=5)CCC4)=O)(C)C)C([C@@H](OC)C)=NC=1,"InChI=1S/C48H59N7O5S/c1-8-54-39-13-12-32-22-33(39)35(43(54)34-21-31(25-49-42(34)30(4)59-7)14-15-48(16-17-48)53-18-10-19-53)24-47(5,6)27-60-46(58)36-11-9-20-55(52-36)45(57)37(23-40-50-38(32)26-61-40)51-44(56)41-28(2)29(41)3/h12-13,21-22,25-26,28-30,36-37,41,52H,8-11,16-20,23-24,27H2,1-7H3,(H,51,56)/t28-,29+,30-,36-,37-,41+/m0/s1",XXJSQXYXIPRJDZ-AAHLPCHMSA-N,"(7S,15S,21S,22R,23S)-26-[3-[2-[1-(azetidin-1-yl)cyclopropyl]ethynyl]-6-[(1S)-1-methoxyethyl]-3H-pyridin-5-yl]-22,23,25-trimethyl-13-oxa-4-thia-8,20,27,28-tetrazapentacyclo[18.5.2.12,5.18,11.023,26]nonacosa-1(25),2,5(29),10,23,26-hexaene-7,14,19-trione",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,174,,,non-covalent
2502,WO2024153208A1 Z838,heterodimerization-nondegrader,C47H59N7O7S2,,897.3917392,13,2,63,5.1864,8,7,165.06,C1(C#CCN2CCS(=O)(=O)CC2)C=C(C2=C3CC(COC([C@H]4NN(C(=O)[C@@H](NC([C@@H]5[C@@H](C)[C@H]5C)=O)CC5SC=C(C6=CC3=C(C=C6)N2CC)N=5)CCC4)=O)(C)C)C([C@@H](OC)C)=NC=1,"InChI=1S/C47H59N7O7S2/c1-8-53-39-14-13-32-22-33(39)35(43(53)34-21-31(25-48-42(34)30(4)60-7)11-9-15-52-17-19-63(58,59)20-18-52)24-47(5,6)27-61-46(57)36-12-10-16-54(51-36)45(56)37(23-40-49-38(32)26-62-40)50-44(55)41-28(2)29(41)3/h13-14,21-22,25-26,28-30,36-37,41,51H,8,10,12,15-20,23-24,27H2,1-7H3,(H,50,55)/t28-,29+,30-,36-,37-,41+/m0/s1",PINGPHNVMWGFFT-AAHLPCHMSA-N,"(1S,18S,25S,26R)-N-[(8S,27S)-22-[3-[3-(1,1-dioxo-1,4-thiazinan-4-yl)prop-1-ynyl]-6-[(1S)-1-methoxyethyl]-3H-pyridin-5-yl]-23-ethyl-14,14-dimethyl-7,17-dioxo-16-oxa-4-thia-6,23,28,29-tetrazapentacyclo[16.8.2.12,5.18,12.021,27]nonacosa-2,5(29),10,12(28),21(27)-pentaen-6-yl]-1,2,3-trimethylcyclopropane-1-carboxamide",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,174,,,non-covalent
2503,WO2024153208A1 Z850,heterodimerization-nondegrader,C47H60N8O6S2,,896.4077236,13,3,63,5.81837,8,7,171.84,CCN1C2C3=CC(=CC=2)C2N=C(C[C@@H](C(N4N[C@H](C(OCC(CC3=C1C1C([C@@H](OC)C)=NC=C(C#CCN3CCS(=N)(=O)CC3)C=1)(C)C)=O)CCC4)=O)NC([C@@H]1[C@@H](C)[C@H]1C)=O)SC=2,"InChI=1S/C47H60N8O6S2/c1-8-54-39-14-13-32-22-33(39)35(43(54)34-21-31(25-49-42(34)30(4)60-7)11-9-15-53-17-19-63(48,59)20-18-53)24-47(5,6)27-61-46(58)36-12-10-16-55(52-36)45(57)37(23-40-50-38(32)26-62-40)51-44(56)41-28(2)29(41)3/h13-14,21-22,25-26,28-30,36-37,41,48,52H,8,10,12,15-20,23-24,27H2,1-7H3,(H,51,56)/t28-,29+,30-,36-,37-,41+/m0/s1",ZNCJFWNRGVOOAQ-AAHLPCHMSA-N,"(1S,18S,25S,26R)-N-[(7S,27S)-24-ethyl-23-[3-[3-(1-imino-1-oxo-1,4-thiazinan-4-yl)prop-1-ynyl]-6-[(1S)-1-methoxyethyl]-3H-pyridin-5-yl]-12,12-dimethyl-8,15-dioxo-14-oxa-4-thia-9,24,28,29-tetrazapentacyclo[16.8.2.12,5.19,16.021,27]nonacosa-2,5(29),16(28),18(26),20,22-hexaen-7-yl]-1,2,3-trimethylcyclopropane-1-carboxamide",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,174,,,non-covalent
2504,WO2024153208A1 Z911,heterodimerization-nondegrader,C48H56N10O6S2,,932.3825715,16,2,66,5.63142,9,7,178.18,C1(C#CCN2CCS(=O)(=O)CC2)C=C(C2=C3CC(COC([C@H]4NN(C(=O)[C@@H](NC5N6C=CC(C)=CC6=NN=5)CC5SC=C(C6=CC3=C(C=C6)N2CC)N=5)CCC4)=O)(C)C)C([C@@H](OC)C)=NC=1,"InChI=1S/C48H56N10O6S2/c1-7-56-40-13-12-33-24-34(40)36(44(56)35-23-32(27-49-43(35)31(3)63-6)10-8-15-55-18-20-66(61,62)21-19-55)26-48(4,5)29-64-46(60)37-11-9-16-58(54-37)45(59)38(25-42-50-39(33)28-65-42)51-47-53-52-41-22-30(2)14-17-57(41)47/h12-14,17,22-24,27-28,31,37-38,54H,7,9,11,15-16,18-21,25-26,29H2,1-6H3,(H,51,53)/t31-,37-,38-/m0/s1",FDDINCRAPSNWNK-VPXYQHSDSA-N,"(6R,11S)-20-[3-[3-(1,1-dioxo-1,4-thiazinan-4-yl)prop-1-ynyl]-6-[(1S)-1-methoxyethyl]-3H-pyridin-5-yl]-21-ethyl-15,15-dimethyl-6-[(7-methyl-[1,2,4]triazolo[4,3-a]pyridin-3-yl)amino]-13-oxa-4-thia-8,21,27,28-tetrazapentacyclo[15.5.2.12,5.18,11.020,23]heptacosa-1(22),2,5(27),17(25),18,23-hexaene-7,12-dione",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,174,,,non-covalent
2505,WO2024153208A1 Z912,heterodimerization-nondegrader,C50H69N9O7S2,,971.4761375,14,2,68,5.8753,7,10,172.82,C1(C#CCN2CCOCCC2)C=C(C2=C3CC(COC([C@H]4NN(C(=O)[C@@H](NC([C@@H](N([S@](=O)(=NC)C)C)C(C)C)=O)CC5SC=C(C6=CC3=C(C=C6)N2CC)N=5)CCC4)=O)(C)C)C([C@@H](OC)C)=NC=1,"InChI=1S/C50H69N9O7S2/c1-11-58-42-18-17-35-26-36(42)38(46(58)37-25-34(29-52-44(37)33(4)64-9)15-12-19-57-20-14-23-65-24-22-57)28-50(5,6)31-66-49(62)39-16-13-21-59(55-39)48(61)40(27-43-53-41(35)30-67-43)54-47(60)45(32(2)3)56(8)68(10,63)51-7/h17-18,25-26,29-30,32-33,39-40,45,55H,11,13-14,16,19-24,27-28,31H2,1-10H3,(H,54,60)/t33-,39-,40-,45-,68+/m0/s1",LSCVNVCFOBYWKT-OCXXFBCASA-N,"(2S)-N-[(7S,12S)-21-ethyl-20-[6-[(1S)-1-methoxyethyl]-3-[3-(1,4-oxazepan-4-yl)prop-1-ynyl]-3H-pyridin-5-yl]-16,16-dimethyl-8,13-dioxo-14-oxa-4-thia-9,21,27,28-tetrazapentacyclo[17.5.2.12,5.19,12.022,26]octacosa-1(25),2,5(28),19(26),22(26),23-hexaen-7-yl]-3-methyl-2-[methyl-(methyl-methylimino-oxo-λ6-sulfanyl)amino]butanamide",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,174,,,non-covalent
2507,WO2024153208A1 Z913-1,heterodimerization-nondegrader,C49H60N10O6S2,,948.4138716,16,2,67,5.24372,9,7,176.49,CO[C@@H](C)C1=NC=C(C#CCN2CCS(=O)(=O)CC2)C=C1C1=C2CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C(=O)[C@@H](NC3=NN=C4C=C(C)C=CN43)CC3=NC(=CS3)C3=CC2C(C=C3)N1C(C)C,"InChI=1S/C49H60N10O6S2/c1-30(2)59-41-13-12-34-24-35(41)37(45(59)36-23-33(27-50-44(36)32(4)64-7)10-8-15-56-18-20-67(62,63)21-19-56)26-49(5,6)29-65-47(61)38-11-9-16-58(55-38)46(60)39(25-43-51-40(34)28-66-43)52-48-54-53-42-22-31(3)14-17-57(42)48/h12-14,17,22-24,27-28,30,32,35,38-39,41,55H,9,11,15-16,18-21,25-26,29H2,1-7H3,(H,52,54)/t32-,35?,38-,39-,41?/m0/s1",WSMAWVXWTPLCEE-HXJQVZNSSA-N,"(6R,13S)-21-[3-(1,1-dioxo-1,4-thiazinan-4-yl)prop-1-ynyl]-17,17-dimethyl-6-[(7-methyl-[1,2,4]triazolo[4,3-a]pyridin-3-yl)amino]-25-propan-2-yl-15-oxa-4-thia-8,25,28,29-tetrazapentacyclo[22.3.1.12,5.18,13.019,27]triaconta-1(28),2,5(30),19,21,23,26-heptaene-7,14-dione",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,174,,,non-covalent
2508,WO2024153208A1 Z914,heterodimerization-nondegrader,C48H61N7O7S,,879.4353183,12,2,63,5.4167,8,7,154.2,C1(C#CCN2CCOCCC2)C=C(C2=C3CC(COC([C@H]4NN(C(=O)[C@@H](NC([C@@H]5[C@@H](C)[C@H]5C)=O)CC5SC=C(C6=CC3=C(C=C6)N2CC)N=5)CCC4)=O)(C)C)C([C@@H](OC)C)=[N+]([O-])C=1,"InChI=1S/C48H61N7O7S/c1-8-53-40-15-14-33-23-34(40)36(44(53)35-22-32(26-55(59)43(35)31(4)60-7)12-9-16-52-17-11-20-61-21-19-52)25-48(5,6)28-62-47(58)37-13-10-18-54(51-37)46(57)38(24-41-49-39(33)27-63-41)50-45(56)42-29(2)30(42)3/h14-15,22-23,26-27,29-31,37-38,42,51H,8,10-11,13,16-21,24-25,28H2,1-7H3,(H,50,56)/t29-,30+,31-,37-,38-,42+/m0/s1",MBBBCLNOLKQDDE-HTQHKUNSSA-N,"(1S,2R,3S,4S)-N-[(3S,9S)-18-ethyl-15-[6-[(1S)-1-methoxyethyl]-3-[3-(1,4-oxazepan-4-yl)prop-1-ynyl]-1-oxido-3H-pyridin-1-ium-5-yl]-14,14-dimethyl-2,8-dioxo-11-oxa-18-thia-1,7,24,25-tetrazatetracyclo[14.5.2.15,9.019,23]pentacosa-5(25),16(24),19(23),20-tetraen-3-yl]-2,3-dimethylcyclopropane-1-carboxamide",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,174,,,non-covalent
2510,WO2024153208A1 Z915,heterodimerization-nondegrader,C47H59N7O6S,,849.4247536,12,2,61,6.0764,8,8,140.15,C1(C#CCN2CCOCCC2)C=C(C2=C3CC(COC([C@H]4NN(C(=O)[C@@H](NC(CC5CC5)=O)CC5SC=C(C6=CC3=C(C=C6)N2CC)N=5)CCC4)=O)(C)C)C([C@@H](OC)C)=NC=1,"InChI=1S/C47H59N7O6S/c1-6-53-40-15-14-33-24-34(40)36(44(53)35-22-32(27-48-43(35)30(2)58-5)10-7-16-52-17-9-20-59-21-19-52)26-47(3,4)29-60-46(57)37-11-8-18-54(51-37)45(56)38(25-42-50-39(33)28-61-42)49-41(55)23-31-12-13-31/h14-15,22,24,27-28,30-31,37-38,51H,6,8-9,11-13,16-21,23,25-26,29H2,1-5H3,(H,49,55)/t30-,37-,38-/m0/s1",KGCMEXRHBUYQTE-NWGFZFNUSA-N,"2-cyclopropyl-N-[(7S,13S)-21-ethyl-20-[6-[(1S)-1-methoxyethyl]-3-[3-(1,4-oxazepan-4-yl)prop-1-ynyl]-3H-pyridin-5-yl]-17,17-dimethyl-8,14-dioxo-15-oxa-4-thia-9,21,27,28-tetrazapentacyclo[17.5.2.12,5.19,13.022,26]octacosa-1(25),2,5(28),19(27),22(26),23-hexaen-7-yl]acetamide",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,174,,,non-covalent
2511,WO2024153208A1 Z920,heterodimerization-nondegrader,C46H62N7O6PS,,871.4219903,12,2,61,7.0676,7,9,140.15,C1(C#CCN2CCOCCC2)C=C(C2=C3CC(COC([C@H]4NN(C(=O)[C@@H](NP(CC)(CC)=O)CC5SC=C(C6=CC3=C(C=C6)N2CC)N=5)CCC4)=O)(C)C)C([C@@H](OC)C)=NC=1,"InChI=1S/C46H62N7O6PS/c1-8-52-40-17-16-33-25-34(40)36(43(52)35-24-32(28-47-42(35)31(4)57-7)14-11-18-51-19-13-22-58-23-21-51)27-46(5,6)30-59-45(55)37-15-12-20-53(49-37)44(54)38(50-60(56,9-2)10-3)26-41-48-39(33)29-61-41/h16-17,24-25,28-29,31,37-38,49H,8-10,12-13,15,18-23,26-27,30H2,1-7H3,(H,50,56)/t31-,37-,38-/m0/s1",VDEKGBSFMZGVJZ-VPXYQHSDSA-N,"(7S,13S)-7-(diethylphosphorylamino)-21-ethyl-20-[6-[(1S)-1-methoxyethyl]-3-[3-(1,4-oxazepan-4-yl)prop-1-ynyl]-3H-pyridin-5-yl]-17,17-dimethyl-15-oxa-4-thia-9,21,27,28-tetrazapentacyclo[17.5.2.12,5.19,13.022,26]octacosa-1(25),2,5(28),19(26),22(26),23-hexaene-8,14-dione",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,174,,,non-covalent
2512,WO2024153208A1 Z927,heterodimerization-nondegrader,C47H57F2N7O6S,,885.40591,12,2,63,6.3216,8,8,140.15,C1(C#CCN2CCOCCC2)C=C(C2=C3CC(COC([C@H]4NN(C(=O)[C@@H](NC(C(F)(C5CC5)F)=O)CC5SC=C(C6=CC3=C(C=C6)N2CC)N=5)CCC4)=O)(C)C)C([C@@H](OC)C)=NC=1,"InChI=1S/C47H57F2N7O6S/c1-6-55-39-15-12-31-23-33(39)35(42(55)34-22-30(26-50-41(34)29(2)60-5)10-7-16-54-17-9-20-61-21-19-54)25-46(3,4)28-62-44(58)36-11-8-18-56(53-36)43(57)37(24-40-51-38(31)27-63-40)52-45(59)47(48,49)32-13-14-32/h12,15,22-23,26-27,29,32,36-37,53H,6,8-9,11,13-14,16-21,24-25,28H2,1-5H3,(H,52,59)/t29-,36-,37-/m0/s1",CACHQARDVROANY-HRSOTDIYSA-N,"2-cyclopropyl-N-[(7S,13S)-21-ethyl-20-[6-[(1S)-1-methoxyethyl]-3-[3-(1,4-oxazepan-4-yl)prop-1-ynyl]-3H-pyridin-5-yl]-17,17-dimethyl-8,14-dioxo-15-oxa-4-thia-9,21,27,28-tetrazapentacyclo[17.5.2.12,5.19,13.022,26]octacosa-1(25),2,5(28),19(27),22(26),23-hexaen-7-yl]-2,2-difluoroacetamide",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,174,,,non-covalent
2513,WO2024153208A1 Z932,heterodimerization-nondegrader,C47H57F2N7O6S,,885.40591,12,2,63,6.3216,8,8,140.15,CCN1C2C3=CC(=CC=2)C2N=C(C[C@@H](C(N4N[C@H](C(OCC(CC3=C1C1C([C@@H](OC)C)=NC=C(C#CCN3CCOCCC3)C=1)(C)C)=O)CCC4)=O)NC(CC1C(F)(F)C1)=O)SC=2,"InChI=1S/C47H57F2N7O6S/c1-6-55-39-13-12-31-21-33(39)35(43(55)34-20-30(26-50-42(34)29(2)60-5)10-7-14-54-15-9-18-61-19-17-54)25-46(3,4)28-62-45(59)36-11-8-16-56(53-36)44(58)37(23-41-52-38(31)27-63-41)51-40(57)22-32-24-47(32,48)49/h12-13,20-21,26-27,29,32,36-37,53H,6,8-9,11,14-19,22-25,28H2,1-5H3,(H,51,57)/t29-,32?,36-,37-/m0/s1",HJSVGOPVLMLYPU-XWCAADLBSA-N,"(8S,14S)-8-[2-(2,2-difluorocyclopropyl)acetyl]-22-ethyl-21-[6-[(1S)-1-methoxyethyl]-3-[3-(1,4-oxazepan-4-yl)prop-1-ynyl]-3H-pyridin-5-yl]-18,18-dimethyl-16-oxa-4-thia-9,22,28,29-tetrazapentacyclo[18.5.2.12,5.110,14.023,27]nonacosa-1(26),2,5(29),10(28),20,23(27),24-heptaene-7,15,19-trione",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,174,,,non-covalent
2514,WO2024153208A1 Z932-1,heterodimerization-nondegrader,C47H57F2N7O6S,,885.40591,12,2,63,6.3216,8,8,140.15,CCN1C2C3=CC(=CC=2)C2N=C(C[C@@H](C(N4N[C@H](C(OCC(CC3=C1C1C([C@@H](OC)C)=NC=C(C#CCN3CCOCCC3)C=1)(C)C)=O)CCC4)=O)NC(C[C@H]1C(F)(F)C1)=O)SC=2,"InChI=1S/C47H57F2N7O6S/c1-6-55-39-13-12-31-21-33(39)35(43(55)34-20-30(26-50-42(34)29(2)60-5)10-7-14-54-15-9-18-61-19-17-54)25-46(3,4)28-62-45(59)36-11-8-16-56(53-36)44(58)37(23-41-52-38(31)27-63-41)51-40(57)22-32-24-47(32,48)49/h12-13,20-21,26-27,29,32,36-37,53H,6,8-9,11,14-19,22-25,28H2,1-5H3,(H,51,57)/t29-,32+,36-,37-/m0/s1",HJSVGOPVLMLYPU-ADXQURKRSA-N,"(7S,13S)-7-[2-[(1R,3R)-2,2-difluorocyclopropyl]acetyl]-21-ethyl-20-[6-[(1S)-1-methoxyethyl]-3-[3-(1,4-oxazepan-4-yl)prop-1-ynyl]-3H-pyridin-5-yl]-17,17-dimethyl-15-oxa-4-thia-8,10,21,27,28-pentazapentacyclo[17.5.2.12,5.110,13.022,26]octacosa-1(25),2,5(28),19(26),22(26),23-hexaene-9,14,19-trione",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,174,,,non-covalent
2515,WO2024153208A1 Z932-2,heterodimerization-nondegrader,C47H57F2N7O6S,,885.40591,12,2,63,6.3216,8,8,140.15,CCN1C2C3=CC(=CC=2)C2N=C(C[C@@H](C(N4N[C@H](C(OCC(CC3=C1C1C([C@@H](OC)C)=NC=C(C#CCN3CCOCCC3)C=1)(C)C)=O)CCC4)=O)NC(C[C@@H]1C(F)(F)C1)=O)SC=2,"InChI=1S/C47H57F2N7O6S/c1-6-55-39-13-12-31-21-33(39)35(43(55)34-20-30(26-50-42(34)29(2)60-5)10-7-14-54-15-9-18-61-19-17-54)25-46(3,4)28-62-45(59)36-11-8-16-56(53-36)44(58)37(23-41-52-38(31)27-63-41)51-40(57)22-32-24-47(32,48)49/h12-13,20-21,26-27,29,32,36-37,53H,6,8-9,11,14-19,22-25,28H2,1-5H3,(H,51,57)/t29-,32-,36-,37-/m0/s1",HJSVGOPVLMLYPU-FOAXQEGWSA-N,"(7S,13S)-7-[2-[(1S)-2,2-difluorocyclopropyl]acetyl]-21-ethyl-20-[6-[(1S)-1-methoxyethyl]-3-[3-(1,4-oxazepan-4-yl)prop-1-ynyl]-3H-pyridin-5-yl]-17,17-dimethyl-15-oxa-4-thia-8,11,21,27,28-pentazapentacyclo[17.5.2.12,5.111,13.022,26]octacosa-1(25),2,5(28),19(26),22(26),23-hexaene-9,12,14-trione",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,174,,,non-covalent
2516,WO2024153208A1 Z945,heterodimerization-nondegrader,C47H59N7O6S,,849.4247536,12,2,61,5.7866,8,8,140.15,CCN1C2C3=CC(=CC=2)C2N=C(C[C@@H](C(N4N[C@H](C(OCC(CC3=C1C1C([C@@H](OC)C)=NC=C(C#CCN3CC(OC)C3)C=1)(C)C)=O)CCC4)=O)NC([C@@H]1[C@@H](C)[C@H]1C)=O)SC=2,"InChI=1S/C47H59N7O6S/c1-9-53-39-15-14-31-19-33(39)35(43(53)34-18-30(22-48-42(34)29(4)58-7)12-10-16-52-23-32(24-52)59-8)21-47(5,6)26-60-46(57)36-13-11-17-54(51-36)45(56)37(20-40-49-38(31)25-61-40)50-44(55)41-27(2)28(41)3/h14-15,18-19,22,25,27-29,32,36-37,41,51H,9,11,13,16-17,20-21,23-24,26H2,1-8H3,(H,50,55)/t27-,28+,29-,36-,37-,41+/m0/s1",ZRUWFAHCVWQVGZ-AROZXIICSA-N,"(7S,13S,21S,22R,23S)-27-ethyl-26-[3-[3-(3-methoxyazetidin-1-yl)prop-1-ynyl]-6-[(1S)-1-methoxyethyl]-3H-pyridin-5-yl]-17,17,22,23-tetramethyl-15-oxa-4-thia-9,20,27,31,32-pentazapentacyclo[18.5.3.12,5.19,13.024,28]dotriaconta-1(27),2,5(32),1(31),24(28),25-hexaene-8,14,21-trione",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,174,,,non-covalent
2517,WO2024153208A1 Z950,heterodimerization-nondegrader,C48H61N7O6S,,863.4404037,11,2,62,5.8327,8,6,144.97,CCN1C2C3=CC(=CC=2)C2N=C(C[C@@H](C(N4N[C@H](C(OCC(CC3=C1C1C(C(C)C)=[N+]([O-])C=C(C#CCN3CCOCCC3)C=1)(C)C)=O)CCC4)=O)NC([C@@H]1[C@@H](C)[C@H]1C)=O)SC=2,"InChI=1S/C48H61N7O6S/c1-8-53-40-15-14-33-23-34(40)36(44(53)35-22-32(26-55(59)43(35)29(2)3)12-9-16-52-17-11-20-60-21-19-52)25-48(6,7)28-61-47(58)37-13-10-18-54(51-37)46(57)38(24-41-49-39(33)27-62-41)50-45(56)42-30(4)31(42)5/h14-15,22-23,26-27,29-31,37-38,42,51H,8,10-11,13,16-21,24-25,28H2,1-7H3,(H,50,56)/t30-,31+,37-,38-,42+/m0/s1",ISAFTUGWJLBEHV-KOFJXUDPSA-N,"(7S,14S,21S,22R,23S)-23-ethyl-18,18,22-trimethyl-21-[3-[3-(1,4-oxazepan-4-yl)prop-1-ynyl]-1-oxido-6-propan-2-yl-3H-pyridin-1-ium-5-yl]-16-oxa-4-thia-9,20,27,28-tetrazapentacyclo[18.5.2.12,5.19,14.023,26]nonacosa-1(26),2,5(29),15,23(27),24-hexaene-8,13,21-trione",Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,Computed by RDKit,174,,,non-covalent
