compound_id,smiles,Score_3D
ZINC_V8_4311,CC(C)[NH2+]CC1CC[NH+](CCSc2ccccc2)CC1,0.44078067
ZINC_V8_19905,C[NH+](CCN1CC[NH2+]CC1)[C@H]1CSCC(C)(C)C1,0.44078067
ZINC_V8_5108,Fc1cnc2[nH]cc(I)c2c1I,0.44078067
ZINC_V8_39200,C[C@H]1C[NH+]2CCC[C@@H]2CN1C[C@@H]1CC[C@@H]2CCCC[C@@H]2[NH2+]1,0.4407806
ZINC_V8_38297,C[C@@H]1[C@H](C)N(C(=O)OC(C)(C)C)CCS1(=O)=O,0.4407806
ZINC_V8_20303,C[NH+](C1CCCC1)[C@@H]1CCC(C)(C)[C@H]1O,0.4407806
ZINC_V8_22191,C[C@H](O)[C@H](C)[NH2+]CC(=O)NC1CC1,0.4407806
ZINC_V8_3401,C[C@H](Cc1ccccc1)[NH+]1Cc2ccccc2C1,0.44078058
ZINC_V8_458,Cc1cccc([C@@H](C)[NH2+]CCS(=O)(=O)C(C)(C)C)c1C,0.44078058
ZINC_V8_30406,NC(=O)c1cnc(N)c(Br)c1,0.44078058
ZINC_V8_9574,C1C[C@H](C2CC2)C[C@H]([NH+]2CC[C@]3(CCOC3)C2)C1,0.44078052
ZINC_V8_15746,CC[C@@H](C)CN(C)C(=O)CC1(C(=O)[O-])CCCCCC1,0.4407805
ZINC_V8_9578,O=CC[NH+]1CCC(N2CCOCC2)CC1,0.4407805
ZINC_V8_46061,C[C@@H]([NH2+]C/C=C/c1ccccc1)c1ccccc1,0.4407805
ZINC_V8_35791,O=C1N=C([O-])N/C1=C\c1c[nH]cn1,0.44078043
ZINC_V8_48854,CSc1nnc(CN(C)[C@H]2CCSC2)s1,0.44078043
ZINC_V8_44500,CC[NH2+][C@@H](CCC(F)(F)F)[C@@H]1C[NH+]2CCN1CC2,0.44078043
ZINC_V8_34144,C[C@@H]1Oc2ccccc2O[C@@]1(C)O,0.44078043
ZINC_V8_25119,CC[C@@H]1CCCCN1CC[NH3+],0.4407804
ZINC_V8_15472,COC[C@@]1(C)C[NH+]=C(N)N1C,0.4407804
ZINC_V8_40044,CC(C)c1nc([C@H](C)[NH2+][C@H](C)c2nccs2)cs1,0.4407804
ZINC_V8_25489,C[C@@H](C[NH3+])Cc1nccs1,0.4407804
ZINC_V8_8211,CCC(=O)C[C@@H]1CC[C@@H](C)[C@H](C)C1,0.44078034
ZINC_V8_2689,CC[C@H]1CCC[C@](C[NH3+])(C2(O)CCCCCC2)C1,0.4407803
ZINC_V8_21033,CC[NH+]1CCN(c2nc(C)c(C)c(O)n2)CC1,0.4407803
ZINC_V8_41594,CC1=N[C@H](C)C(C=C(C#N)C#N)=C1,0.44078025
ZINC_V8_17792,CC(C)[C@H](CS)CN1C[C@H](C)O[C@@H](C)C1,0.44078025
ZINC_V8_17295,O=S(=O)(/N=C1/CCCCN1)C(F)(F)F,0.44078025
ZINC_V8_37577,CC[C@H](C)NC(=O)[C@H](C)[NH2+]CC1CCC1,0.4407802
ZINC_V8_35058,C=CCN1C(=O)[C@@H](C)NC1=S,0.4407802
ZINC_V8_3633,CCNC(=O)C1CC[NH+](C2CCC(C(C)C)CC2)CC1,0.44078016
ZINC_V8_39597,CC(C)[C@@H]1CC[C@H](C)C[C@H]1NC(=O)C1C[C@@H](C)O[C@@H](C)C1,0.44078016
ZINC_V8_44365,C[C@H]1CC([NH+]2CCC(N3CCCC3)CC2)C[C@H](C)C1,0.44078016
ZINC_V8_5885,COC(=O)[C@H]1C[NH+](CCOC(C)C)C[C@@H]1C,0.4407801
ZINC_V8_46887,CCC[NH+]1CCC(NC(=O)/C=C(/C)C(C)(C)C)CC1,0.4407801
ZINC_V8_18188,c1ccc(C[C@@H]2C[NH+]3CCC2CC3)cc1,0.4407801
ZINC_V8_8979,C#CCNC(=O)[C@H](C)SC[C@@H](O)CO,0.44078007
ZINC_V8_16638,CCC(=O)c1ccc(F)c(F)c1,0.44078007
ZINC_V8_30271,CC(C)CC[NH+]1CCN(S(=O)(=O)N2C[C@H](C)O[C@@H](C)C2)CC1,0.44078
ZINC_V8_22112,CS(=O)(=O)NCCCCCC(=O)[O-],0.44078
ZINC_V8_46658,COC(=O)C[C@H]1NCCNC1=O,0.44078
ZINC_V8_33450,CS(=O)(=O)[C@H]1CCC[C@@H]([C@@H]2CCCCC[C@@H]2[NH3+])C1,0.44078
ZINC_V8_15565,CC(C)[C@@H]1C[NH2+]CC[C@@H]1[C@@H]1CCCOC1,0.44078
ZINC_V8_31746,O=C(CC12CC3CC(CC(C3)C1)C2)NC[C@H]1CCC[NH2+]1,0.44078
ZINC_V8_36219,C[C@H]1CSC(SCCC(N)=O)=N1,0.44078
ZINC_V8_48798,O=C(C[NH+]1CCCCC1)N1c2ccccc2C=Cc2ccccc21,0.44078
ZINC_V8_38867,CCCNC(=O)[C@H](C)[NH2+][C@@H](C)CCC,0.44077998
ZINC_V8_23488,C[C@H]1C[C@H](NCCS(=O)(=O)C(C)(C)C)C[NH+]1C,0.44077992
ZINC_V8_5049,COC(=O)[C@]1(N)CC[C@H]([NH+](C)C)C1,0.44077992
ZINC_V8_13159,O=[N+]([O-])C1c2ccccc2Cc2ccccc21,0.44077992
ZINC_V8_39930,CC(=O)N1CCCN(C(=O)[C@H]2C[C@@H]2C)CC1,0.44077992
ZINC_V8_47690,N#CCc1ccc2[nH]ccc2n1,0.44077992
ZINC_V8_34538,CC[NH2+][C@@H](C)c1ccc(N(CC)c2ccccc2)cc1,0.4407799
ZINC_V8_29182,[NH3+][C@H](Cc1ccc(I)cc1)c1ccc(F)cn1,0.44077983
ZINC_V8_20838,CC[NH2+]C[C@@H](c1cccs1)[C@H](C)CC,0.44077983
ZINC_V8_20493,COc1cc(CC(C)=O)cc(OC)c1,0.44077978
ZINC_V8_31937,C[C@@](NC(=O)NCC(N)=O)(C(=O)[O-])C(F)(F)F,0.44077978
ZINC_V8_14808,CC1CCC([C@@H](O)[C@@H](C)C[NH3+])CC1,0.44077975
ZINC_V8_13228,CCC(=O)c1cccc(C(=O)Cl)c1,0.44077975
ZINC_V8_40631,CC1(C)C[C@@H]([NH2+]C[C@@H]2CCCO2)C(C)(C)O1,0.4407797
ZINC_V8_14240,COc1c(C)c(OC)c(O)c([C@@H]([NH3+])CO)c1C,0.4407797
ZINC_V8_25539,Cc1cc2c(F)c(F)c(F)c(F)c2[nH]1,0.44077966
ZINC_V8_26977,Nc1ccc(S(=O)(=O)NS(=O)(=O)c2ccccc2)cc1,0.44077966
ZINC_V8_27407,C[C@H]1[NH2+]CC[C@H]1C(=O)N[C@H]1C=C[C@@H](C(=O)[O-])C1,0.44077966
ZINC_V8_4596,C[C@@H]1CC[C@@H](O)[C@H]([NH+](C)CCOCC2CC2)C1,0.44077966
ZINC_V8_30295,Brc1nccc(-n2cccn2)n1,0.44077966
ZINC_V8_27936,CC(C)C[C@H](O)c1ccc(C(F)(F)F)cc1,0.4407796
ZINC_V8_3782,C[C@@H]([C@H](C)O)[C@H](C(=O)[O-])c1ccccc1Br,0.4407796
ZINC_V8_36845,CCC[NH+](CC1CC[NH2+]CC1)[C@@H](CC)C(=O)[O-],0.4407796
ZINC_V8_7462,[NH3+][C@H]1CCCN(C2CC2)[C@H]1c1c[nH+]cn1C1CC1,0.44077957
ZINC_V8_49952,O=Cc1ccccc1OCCCC[NH+]1CCCCC1,0.44077957
ZINC_V8_48455,CCc1ccc(C(=O)NNC(=O)c2ccc(C(=O)N(C)C)cc2)cc1,0.44077957
ZINC_V8_7244,CCN[C@@]1(C#N)CCC[C@H]([NH+]2CCC(C)(C)CC2)C1,0.44077957
ZINC_V8_21448,O=S1(=O)C[C@@H](O)[C@H](/N=C/c2ccoc2)C1,0.44077948
ZINC_V8_48693,CC(C)(C)C(=O)/C=C\c1ccncc1,0.44077948
ZINC_V8_11469,CC(NN1CCCCCC1)=C1C(=O)N(C)C(=O)N(C)C1=O,0.44077948
ZINC_V8_48611,CCC[C@@H]1CCC(=O)[C@H](C(C)C)C1,0.44077948
ZINC_V8_45951,O=[N+]([O-])C1(Cc2ccccc2)CCCCC1,0.44077948
ZINC_V8_37830,O=C(NC[C@H]1CCC[C@@H]1O)NC1CCCC1,0.44077948
ZINC_V8_34624,CC(C)(O)CNC(=O)[C@H]1C=C[C@@H]([NH3+])C1,0.44077948
ZINC_V8_30335,CC(C)[C@H](C)SCC(=O)NC1(C#N)CCCCCC1,0.44077948
ZINC_V8_35164,CC[C@@H](CS)Cn1cc(Br)cn1,0.44077942
ZINC_V8_36171,O[C@H](c1cc(F)cc(F)c1)C1([NH+]2CCCCC2)CCCC1,0.44077936
ZINC_V8_13842,CC(C)/C(N)=N/OC(=O)c1ccc(I)cc1,0.44077936
ZINC_V8_46086,C=C(C)C[C@@H]1C(Br)=CCC[N+]1(C)C,0.44077936
ZINC_V8_13917,Cc1c(C#N)c(N)c(-[n+]2ccccc2)c(O)c1C#N,0.44077936
ZINC_V8_24274,C[C@@H](NC(=O)C(C)(C)C)c1ccncc1,0.44077936
ZINC_V8_24576,CCOC(=O)CN(C(=O)N(C)CC)C1CC1,0.44077927
ZINC_V8_12842,O=C([O-])c1cccc(Br)c1C(F)(F)F,0.44077927
ZINC_V8_36488,C/C(=C\CC[P@@](=O)([O-])OP(=O)([O-])[O-])CO,0.44077927
ZINC_V8_37367,CN[C@@H](c1cncnc1)C(C)(C)[NH+]1CCCC1,0.44077927
ZINC_V8_26013,CCC[NH+]1CCC(CNC(=O)NCC(C)(C)SC)CC1,0.44077927
ZINC_V8_20338,N#Cc1ccc(/C=C/C[NH+]2C[C@H]3CC=CC[C@H]3C2)cc1,0.44077927
ZINC_V8_38538,CC(C)CN(C)[C@H](C[NH3+])c1cccnc1,0.44077927
ZINC_V8_32038,O=S(=O)([O-])c1ccc(S(=O)(=O)[O-])c2ccccc12,0.44077927
ZINC_V8_41421,NC(=S)Cc1cccc(O)c1,0.44077927
ZINC_V8_23084,C[C@@H]1CC[C@H](C)[NH+]1Cc1ccc(Cl)o1,0.44077927
ZINC_V8_11937,CC(C)CN(C1CCCC1)S(=O)(=O)CC[NH3+],0.44077924
ZINC_V8_31938,CN(C)C(=O)CN(C)C(=O)[C@H]1COCCO1,0.44077924
ZINC_V8_39894,CC[C@@H]1CCC[C@](C[NH3+])([C@@](O)(CC)C2CC2)C1,0.44077918
ZINC_V8_7617,CCC[C@@H](Cl)CCCc1ccc(O)cc1,0.44077918
ZINC_V8_20676,Nc1c(F)cncc1[N+](=O)[O-],0.44077918
ZINC_V8_21398,CN1C(=O)N/C(=C\c2ccccc2)C1=O,0.44077915
ZINC_V8_29920,CC(C)[C@@H]1CN([C@@H]2CCCC2(C)C)[C@H](C(C)C)C[NH2+]1,0.44077915
ZINC_V8_18733,CC[C@@H](C)C[C@@H](O)c1c[nH+]cn1C(C)C,0.44077915
ZINC_V8_41684,CC(C)(C)c1ccc(C(=O)NNC(=O)c2ccc(S(C)(=O)=O)cc2)cc1,0.4407791
ZINC_V8_31621,COC(=O)NCCC(=O)N[C@@H](C)C(C)(C)C,0.4407791
ZINC_V8_25689,C[NH2+]CCOc1c(C)cc(C)cc1Br,0.4407791
ZINC_V8_29081,CC(C)N[C@](C)(C#N)CSC[C@H](C)CO,0.4407791
ZINC_V8_27079,CCC[C@@H](Cl)[C@@H](C)c1ccncc1,0.4407791
ZINC_V8_14454,CC[C@](C)([C@@H](O)C1CCCC1)[NH+]1CCCC1,0.4407791
ZINC_V8_843,COC[C@H](O)C[NH+]1CCC(C)(C)C1,0.4407791
ZINC_V8_25358,C[C@H]([NH2+][C@@H](C)c1ccc(C(F)(F)F)cc1)c1ccncc1,0.4407791
ZINC_V8_27931,CC(C)[C@@H]1C[NH+]2CCCC[C@@H]2CN1C[C@@H]1CCS(=O)(=O)C1,0.44077906
ZINC_V8_28616,CC[C@H](C(=O)[O-])N(C)C(=O)C1CCC(C[NH3+])CC1,0.440779
ZINC_V8_40064,C/C=C/C(=O)Nc1ccccc1Br,0.440779
ZINC_V8_10481,CC[S@@](=O)CCN1C(=O)NC(C)(C)C1=O,0.440779
ZINC_V8_2504,CCCC1(Cc2c(C)cc(C)cc2C)C[NH2+]C1,0.44077894
ZINC_V8_24010,C#CCSc1nnnn1-c1ccc(C(=O)[O-])cc1,0.4407789
ZINC_V8_45741,CC(C)[C@@H](C)NC(=O)N[C@@H]1CCCCC[C@@H]1C(=O)[O-],0.44077882
ZINC_V8_21983,CC[C@@](C)([C@@H](N)CCC(F)(F)F)[NH+]1CCCC1,0.44077882
ZINC_V8_43603,C=CC[NH+](CC(=O)[O-])C[C@H]1CNC(=O)O1,0.44077882
ZINC_V8_31208,CC[C@@H](C)C(=O)N(C)[C@@H]1CC[NH+](CC)C[C@@H]1C,0.44077876
ZINC_V8_8732,C[C@H]1C[C@@H](NC(=O)NC(C)(C)C)N(C)C(=O)N1,0.44077873
ZINC_V8_38763,CC(C)c1nsc(N[C@@H](CO)C(C)C)n1,0.44077873
ZINC_V8_43082,CCN1CC[NH+](C2C[C@H](C)C[C@@H](C)C2)CC1,0.44077873
ZINC_V8_48467,NC(=O)C(=O)NCCC[NH+]1CCOCC1,0.44077873
ZINC_V8_9285,CC(C)c1nsc(N(C)CC(C)(C)O)n1,0.44077873
ZINC_V8_19879,CC(=O)C(C)(C)C[NH+]1CCC[C@@H](C(F)(F)F)C1,0.44077867
ZINC_V8_4528,CCCCCN1C(=O)CSC1=S,0.44077867
ZINC_V8_48482,CSc1ccccc1[C@@H]([NH3+])c1ccc(C)o1,0.44077867
ZINC_V8_43132,CN(C(=O)CCCCC(=O)[O-])C1CC[NH+](C)CC1,0.44077867
ZINC_V8_28299,O=c1[nH]cnc(Oc2ccccc2)c1[N+](=O)[O-],0.44077867
ZINC_V8_24132,C[C@H]1CC[C@H](C)[S+]1c1cc(O)ccc1O,0.44077864
ZINC_V8_38159,C[C@@H]1CCC[C@](C#N)([C@H](O)C(=O)[O-])C1,0.44077864
ZINC_V8_4680,C[C@@H](C(=O)[O-])[C@@H](C)C(=O)c1ccc(Br)cc1,0.44077864
ZINC_V8_13378,CCCCNC(=S)Nc1ccccc1CC,0.44077858
ZINC_V8_29792,C[C@@H]1[NH2+]CC[C@H]1c1nc[nH]n1,0.44077858
ZINC_V8_1124,[NH3+]C1CC(c2ccccc2F)C1,0.44077858
ZINC_V8_18761,C[C@H](CS)CN1CCC[NH+](C)CC1,0.44077855
ZINC_V8_8688,CCC1(C[NH2+]CC2(CC(C)C)CCCC2)CC[NH2+]CC1,0.44077855
ZINC_V8_37980,C[C@H](O)C(=O)OCc1ccccc1,0.44077855
ZINC_V8_8098,CC[C@@H]1CC[C@@H](N(CC#N)C2CCCC2)C1,0.4407785
ZINC_V8_23145,CC1=C[C@H](C)Oc2cc(O)c(O)cc21,0.44077843
ZINC_V8_7488,CCONC(=O)CC12C[C@@H]3C[C@@H](CC(Br)(C3)C1)C2,0.44077843
ZINC_V8_40928,Nc1ccc2ncnc(N)c2c1,0.44077843
ZINC_V8_26592,C[NH2+][C@@H](CSc1ccc(Cl)cc1)C1CC1,0.44077843
ZINC_V8_27084,C/C(C#N)=C1\Nc2ccccc2N1C,0.4407784
ZINC_V8_38047,CN(C(=O)CCCCO)C1CCC(C)(C)CC1,0.4407784
ZINC_V8_10777,N=C1NC(=O)N(CC2CC2)C12C1CC3CC(C1)CC2C3,0.44077834
ZINC_V8_41667,CC(C)(O)CCn1cc[nH+]c1CO,0.44077834
ZINC_V8_5935,CCCC1CN([C@@H]2[C@@H]([NH3+])[C@H]3CCO[C@@H]32)C1,0.44077832
ZINC_V8_19901,COC(=O)[C@@H](C)[C@@H](C)[NH2+]CC1(O)CCC(C)(C)CC1,0.44077826
ZINC_V8_37611,CC1(C)CN([C@H]2C=CCCC2)CC[S@]1=O,0.44077826
ZINC_V8_42120,CC1(C)CCC[C@@H](Sc2ccc(Cl)cc2)[C@H]1[NH3+],0.44077826
ZINC_V8_35064,C[NH2+]CC(=O)NN=C(c1ccccc1)c1ccccc1,0.44077826
ZINC_V8_16863,CC[NH+](CC(=O)C(C)C)CC(=O)N(C)C,0.44077826
ZINC_V8_19692,CC1=NN(CC(=O)[O-])C(=O)C1,0.44077823
ZINC_V8_26198,[NH3+]C[C@H]1CCC[C@H]1NC1COC1,0.44077823
ZINC_V8_45384,[NH3+][C@H]1C[C@@H]1Nc1ccc2nnnn2n1,0.44077817
ZINC_V8_42177,CC(C)[C@@H](CO)[NH2+][C@H](C)c1cc(O)ccc1O,0.44077817
ZINC_V8_31875,CCC(CC)n1ncc(C[NH2+]C)c1C(C)C,0.44077817
ZINC_V8_39435,CCC(CC)(NC(=O)Nc1c(C)n[nH]c1C)C(=O)[O-],0.44077817
ZINC_V8_32672,Nc1cccc(C(F)(F)F)c1F,0.44077817
ZINC_V8_34023,CSC(=N/[NH+]=C(\N)c1ccncc1)SC,0.44077817
ZINC_V8_30700,Cc1nc(C)c(S(=O)(=O)N(C)CC(C)(C)O)s1,0.44077814
ZINC_V8_25072,C[NH+](CCCS)Cc1ccc(F)cc1,0.44077814
ZINC_V8_20836,C[C@H]1C[C@H]1C(=O)NC1CCN(S(=O)(=O)C2CC2)CC1,0.44077814
ZINC_V8_41420,C[C@H]1Sc2c(Br)cccc2C(=O)[C@@H]1C,0.44077814
ZINC_V8_26434,CCC[NH+](C(C)C)[C@@H](C[NH3+])c1ccc(C)cc1,0.44077814
ZINC_V8_29916,NC(=O)/C=C/c1ccc([N+](=O)[O-])cc1,0.44077808
ZINC_V8_9671,O=C([O-])CC/C(=N\NC(=O)c1ccccc1Br)c1ccccc1,0.44077808
ZINC_V8_35695,CC[S@@](=O)[C@H]1CCCC[C@@H]1[NH2+]Cc1c(C)noc1C,0.44077802
ZINC_V8_22455,C[C@@H]1CN(C(=O)[C@@H]2CCCCC[NH2+]2)C[C@@H]1C,0.44077802
ZINC_V8_31217,CC[NH2+][C@@H](C)[C@H](CC)Cc1nc(C)cs1,0.440778
ZINC_V8_4258,CC1(C)CCC[C@]2(C)[C@@H]1CC[C@]1(C)[C@@H](O)[C@@]3(C)CC[C@@]21C3,0.440778
ZINC_V8_42863,CC[C@@H](C)[NH2+][C@H]1C=C[C@@H](C(=O)[O-])C1,0.440778
ZINC_V8_33663,CC(C)[C@@H]1CCC(=O)[C@H](C[C@@H](C)O)C1,0.440778
ZINC_V8_28025,CO[C@@H](C)c1ncc(C[NH2+]C(C)C)cn1,0.44077793
ZINC_V8_32250,C=CCN(C)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,0.44077793
ZINC_V8_36033,CN(C(=O)[C@@H]1CCOC1)C1CCC([NH3+])CC1,0.4407779
ZINC_V8_43268,CCOC(=O)c1nc(C)no1,0.4407779
ZINC_V8_19053,CNC(=O)C1CC[NH+](CCCNC(=O)C2CCCC2)CC1,0.4407779
ZINC_V8_34475,COC12C=CC(C=C1)c1c(F)c(F)c(F)c(F)c12,0.4407779
ZINC_V8_22220,CC[C@H](NCCS(=O)(=O)C(C)(C)C)c1ccccc1Br,0.44077784
ZINC_V8_22173,COC(=O)N(C)CC(=O)N[C@@H](C)C12CC3CC(CC(C3)C1)C2,0.4407778
ZINC_V8_6685,C[C@@H](Sc1nncn1C)[C@@H](C)C(=O)[O-],0.44077775
ZINC_V8_16732,O=S1(=O)CC[C@H](S(=O)(=O)NC[C@@H]2CCCO2)C1,0.44077772
ZINC_V8_22569,CC(C)[C@@H](O)C[C@@H]1CCCCC[C@@H]1O,0.44077772
ZINC_V8_27093,C=C(C)C[NH+]1CCC(NC(=O)N(C)C[C@H](C)O)CC1,0.44077772
ZINC_V8_18384,C=CCN(CC=C)C(=O)CSC1=NC(=O)CC(N)=N1,0.44077772
ZINC_V8_23754,CC[NH2+]C[C@@H]1CCO[C@@H]1C1CCCCCC1,0.44077766
ZINC_V8_4994,CCC[C@@H]1CC[C@H](C[NH3+])[C@H]([NH+]2C[C@H](C)C[C@H](C)C2)C1,0.44077766
ZINC_V8_3773,C[NH2+]C1CCN(C(=O)C2(C)CCCC2)CC1,0.44077766
ZINC_V8_39893,C[C@H]([NH+](C)CC[C@@H]1CCCC1=O)C(C)(C)C,0.4407776
ZINC_V8_34986,CC[C@](O)(c1ccccc1)[C@H](C)C[NH+]1CCCCC1,0.4407776
ZINC_V8_6000,CC[C@H](C)C[NH+](C)C[C@H](N)c1ccc(C(C)(C)C)cc1,0.44077757
ZINC_V8_44454,CC[C@H](C[NH3+])NC(=O)N1CCCC1,0.44077757
ZINC_V8_33529,O=C1N[C@H](C(=O)N[C@H]2C=C[C@@H](C(=O)[O-])C2)CS1,0.4407775
ZINC_V8_7077,CC[C@H](C[NH2+]C)Cc1nc(C)cs1,0.4407775
ZINC_V8_32803,Cc1ccc(O[C@@H](C)[C@@H](C)O)c([C@@H](C)O)c1,0.4407775
ZINC_V8_7909,O=C(Nc1ccccc1)c1ccc(C(=O)c2ccccc2)cc1,0.44077742
ZINC_V8_12774,Cc1ccccc1CC1([NH3+])CC1,0.44077742
ZINC_V8_777,CC[C@H](C)[C@H](C)[NH2+]Cc1ncccc1F,0.44077742
ZINC_V8_19962,CC[C@@H](C)NC(=O)[C@H](C)OCCOC,0.44077742
ZINC_V8_14713,C[C@@H](CNC1CC[NH+](C2CCCCC2)CC1)[S@@](C)=O,0.44077742
ZINC_V8_41649,C[C@H](Cl)[C@H](C)c1ccc(F)c(Br)c1,0.44077742
ZINC_V8_29928,CC1(C)CCCC[C@H]1[NH2+]CCCOCC1CC1,0.4407774
ZINC_V8_43473,C[C@H](CS(C)(=O)=O)[NH2+][C@@H](C)CC1CCOCC1,0.4407774
ZINC_V8_18954,CCC[C@H](C)C[NH+]1[C@@H]2CC[C@H]1CC(CC(=O)[O-])C2,0.4407774
ZINC_V8_45882,CC(C)[C@@H]1C[C@H](CO)OC1=O,0.4407774
ZINC_V8_2299,Cc1ccc(SC/C([O-])=N/S(=O)(=O)c2ccccc2C)cc1,0.44077733
ZINC_V8_18145,CC[C@@H](C)C[S@](=O)Cc1noc(C(C)C)n1,0.44077733
ZINC_V8_35125,CC(C)(O)CC[C@H]1C[C@@H](C(C)(C)C)CCC1=O,0.44077733
ZINC_V8_19301,Cc1nc(C)c([C@@H](C)[NH2+][C@H]2CC(C)(C)OC2(C)C)s1,0.44077733
ZINC_V8_18788,O=C1NCCCC[C@@H]1[NH+]1C[C@@H](O)[C@@H](O)C1,0.4407773
ZINC_V8_13624,C[C@H](C#N)[C@@](C)(O)c1ccccc1Br,0.4407773
ZINC_V8_45636,CC(C)(C)OC(=O)N[C@@H](CS)C(=O)CO,0.44077724
ZINC_V8_49892,O=S1(=O)N=C(N/N=C\c2ccccn2)c2ccccc21,0.44077724
ZINC_V8_13611,Cc1cc(C)c(N2C(=O)[C@@H]3[C@@H](C2=O)[C@H]2C=C[C@@H]3C2)c(C)c1,0.44077724
ZINC_V8_27430,CC(C)C[NH+](CC(N)=O)CC(C)(C)C,0.44077724
ZINC_V8_3546,COC(=O)[C@@H](C)[C@H](C)[NH2+]CC1CCCCC1,0.44077724
ZINC_V8_41303,CCC[C@H]1C[C@]1(O)C1(CC(C)C)CCCC1,0.44077724
ZINC_V8_28538,COC(=O)CN(C(=O)CCC(C)C)C(C)C,0.44077724
ZINC_V8_18794,C=CCO/N=C1\C[C@H]2[C@@H](C[C@@]1(C)[NH+](C)C)C2(C)C,0.44077718
ZINC_V8_24587,CCC[NH+](C[C@@H]1CCCC(C)(C)[C@@H]1[NH2+]C)C(C)C,0.44077718
ZINC_V8_40914,NC1=[NH+]C[C@@H](c2cc(Br)cs2)N1,0.44077718
ZINC_V8_16452,CCC[NH+](C)CC[C@@H]1CCC[C@]1([NH2+]C)C(=O)[O-],0.44077718
ZINC_V8_43692,C[NH+]1CC[C@@H](NCC(=O)[O-])C1,0.44077715
ZINC_V8_39566,C[C@H]([NH2+][C@@H]1CCC[C@H](C2CC2)C1)C1CC[NH+](C)CC1,0.44077715
ZINC_V8_31743,O=C(CC1CCCC1)N1CCC[C@H](CO)C1,0.44077715
ZINC_V8_5834,N#C[C@H](Nc1cccc2ccccc12)c1ccccc1,0.44077715
ZINC_V8_23255,Cc1ccc(NC=C2C(=O)N(C)C(=O)N(C)C2=O)cc1,0.44077715
ZINC_V8_166,CC(=O)N[C@@H](C(=O)NC1COC1)C(C)C,0.44077706
ZINC_V8_26460,CCCC[n+]1ccccc1-n1nnc2ccccc21,0.44077706
ZINC_V8_26134,CNC(=O)CNC(=O)NC[C@H](CC(C)C)C(=O)[O-],0.44077706
ZINC_V8_33412,CC[C@H]1CSC(N[C@@H]2CCS(=O)(=O)C2)=[NH+]1,0.44077706
ZINC_V8_38783,CCN(CC)C(=O)c1cc(F)cc(F)c1,0.44077697
ZINC_V8_7576,C[NH2+][C@@H](C)c1nc2ncc(C)cc2[n-]1,0.44077697
ZINC_V8_14714,Cc1ccc(/C=N/NC(=O)C(=O)N2CCCCC2)cc1,0.44077697
ZINC_V8_13803,CC[C@H](C#N)NC[C@@]1(C)CCCO1,0.4407769
ZINC_V8_38175,C[C@H]1CC(C(=O)N[C@H]2C=CCCC2)C[C@H](C)O1,0.4407769
ZINC_V8_30096,[NH3+]CCS(=O)(=O)/N=c1/cccc[nH]1,0.44077688
ZINC_V8_27689,CCC(CC)C(=O)n1nc(C)cc1C,0.44077688
ZINC_V8_44563,CSC(=S)n1c2ccccc2c2ccccc21,0.44077688
ZINC_V8_31986,[NH3+][C@H]1CCC[C@@H]1CNC(=O)CC12CC3CC(CC(C3)C1)C2,0.44077682
ZINC_V8_364,C[C@H]1C[C@H]([NH+]2CC[C@H](S(=O)(=O)NC3CC3)C2)CC(C)(C)C1,0.44077682
ZINC_V8_27125,CC[C@@](C)(O)c1cc(Br)ccc1F,0.44077682
ZINC_V8_33572,CCCCOc1ccc(Cl)cc1,0.44077677
ZINC_V8_6749,[NH3+][C@H]1CCC[C@@H]1CC[NH+]1CC[C@H](N2CCOCC2)C1,0.44077677
ZINC_V8_24237,CCN1CC(=O)N(CC(N)=O)CC1=O,0.44077674
ZINC_V8_13144,CC(C)(O)[C@H]1CC[C@@]2(C)CCC[C@@](C)(O)[C@@H]2C1,0.44077674
ZINC_V8_35202,CC[C@@](C)(C[NH3+])[C@H](O)c1ccc(C)cc1,0.44077674
ZINC_V8_47644,COc1c(C(=O)NN)ccc(C)c1C,0.44077668
ZINC_V8_8423,CC(C)CSCC(=O)NC1CCOCC1,0.44077668
ZINC_V8_4958,C[C@H]1C[C@H]([NH2+]Cc2ccccn2)CS1,0.44077668
ZINC_V8_40583,OCc1[nH+]ccn1CCSc1ccccc1,0.44077668
ZINC_V8_46422,CO[C@H](C)c1ncc(CO)cn1,0.44077668
ZINC_V8_14172,C#CCNCC(=O)NCCNC(=O)C(C)C,0.44077668
ZINC_V8_11131,C[C@H](C#N)Sc1nnc(-c2ccccc2)c(-c2ccccc2)n1,0.44077668
ZINC_V8_45105,C[NH2+][C@H](COC(C)C)c1ccsc1,0.44077668
ZINC_V8_39661,CC[C@H](C#N)NC(=O)C1(CC(C)C)CCCC1,0.44077668
ZINC_V8_2422,CC[NH+]1CCC[C@@H]1C[NH+](C)CCC(=O)[O-],0.44077668
ZINC_V8_20842,CCC(CC)(NC(=O)NC[C@H](C)[NH+]1CCCCC1)C(=O)[O-],0.44077665
ZINC_V8_39736,C=C1CC(=O)N[C@H](c2ccccc2)C1,0.44077665
ZINC_V8_2660,C[C@H](CCCO)NC(=O)C[C@H]1CCS(=O)(=O)C1,0.4407766
ZINC_V8_39482,CC(C)CC[C@]1(C[NH3+])CCC(C)(C)[C@H]1O,0.4407766
ZINC_V8_21932,C[C@@H](CO)C[NH2+][C@@H](C)C[C@H]1CCC[NH2+]1,0.4407766
